Timestamp,ASIN,Price,Ship From,Sold By
2022-12-25 18:31:43.221438,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 18:33:48.007858,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 18:35:52.578667,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 18:37:57.896669,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 18:40:02.758705,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 18:42:07.809172,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 18:44:13.160684,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 18:46:18.047698,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 18:48:23.077767,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 18:50:27.593274,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 18:52:32.603722,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 18:54:37.693921,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 18:56:42.699372,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 18:58:47.494421,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:00:52.243479,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:02:57.013580,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:05:02.081091,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:07:07.023351,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:09:11.594946,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:11:17.058221,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:13:21.834319,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:15:27.191454,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:17:31.756711,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:19:37.113801,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:21:41.802722,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:23:46.416288,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:25:50.900497,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:27:55.872669,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:30:00.341428,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:32:05.207871,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:34:10.483837,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:36:15.008554,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:38:20.487889,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:40:25.590450,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:42:30.190334,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:44:35.152858,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:46:39.948996,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:48:45.040478,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:50:50.479291,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:52:55.292419,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:54:59.747441,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:57:04.757869,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 19:59:09.971928,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:01:15.331542,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:03:20.128452,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:05:24.718251,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:07:29.827431,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:09:34.427925,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:11:39.570073,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:13:44.366739,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:15:49.248170,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:17:53.991435,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:19:58.896616,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:22:03.621243,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:24:08.621051,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:26:13.504714,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:28:18.514053,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:30:23.830308,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:32:28.123921,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:34:33.035157,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:36:37.613896,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:38:42.215788,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:40:47.440437,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:42:52.093842,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:44:56.836424,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:47:01.990919,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:49:06.659728,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:51:12.069192,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:53:17.544283,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:55:22.376256,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:57:26.892369,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 20:59:32.294026,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:01:37.157022,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:03:42.458203,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:05:47.420678,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:07:52.089080,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:09:57.096743,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:12:02.470916,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:14:07.497100,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:16:12.454766,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:18:17.347339,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:20:22.343893,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:22:27.295805,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:24:32.585728,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:26:37.555762,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:28:42.351225,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:30:47.301491,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:32:52.492935,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:34:57.580037,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:37:02.588472,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:39:07.156304,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:41:12.434016,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:43:17.320819,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:45:22.148736,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:47:27.063485,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:49:31.952989,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:51:36.930013,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:53:41.958269,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:55:47.033545,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:57:51.753302,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 21:59:56.899735,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:02:01.576891,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:04:06.780985,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:06:13.084144,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:08:17.796374,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:10:22.589566,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:12:28.069195,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:14:32.958179,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:16:38.027794,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:18:42.850385,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:20:48.291245,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:22:53.066624,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:24:58.448022,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:27:03.733560,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:29:08.824470,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:31:13.301197,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:33:18.563416,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:35:23.658869,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:37:28.472258,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:39:33.217055,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:41:38.265395,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:43:43.383468,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:45:48.582788,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:47:53.545285,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:49:58.428408,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:52:03.141734,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:54:08.065883,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:56:13.038429,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 22:58:18.133823,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:00:22.418669,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:02:26.954863,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:04:31.384760,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:06:36.130703,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:08:40.554694,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:10:45.488140,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:12:50.117140,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:14:55.146686,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:16:59.738281,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:19:05.038757,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:21:10.296047,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:23:15.382833,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:25:19.896383,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:27:24.782606,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:29:30.016942,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:31:34.900802,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:33:40.053728,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:35:44.623220,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:37:49.250411,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:39:53.900716,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:42:00.111945,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:44:05.531109,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:46:10.005930,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:48:15.696658,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:50:20.507231,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:52:25.403309,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:54:29.983533,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:56:34.915155,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-25 23:58:39.735294,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:00:44.561958,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:02:50.031125,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:04:55.075982,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:06:59.744712,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:09:04.988432,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:11:09.850620,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:13:15.175828,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:15:19.661848,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:17:24.713667,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:19:29.741723,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:21:34.700145,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:23:39.465619,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:25:44.222175,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:27:49.035050,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:29:53.748444,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:31:58.338716,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:34:03.336974,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:36:07.782697,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:38:12.457248,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:40:17.412521,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:42:22.255530,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:44:26.896944,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:46:32.108345,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:48:36.586529,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:50:41.265747,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:52:45.607590,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:54:50.260255,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:56:55.158674,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 00:59:00.256365,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:01:05.502521,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:03:09.882047,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:05:14.310549,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:07:18.880554,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:09:23.950094,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:11:28.397302,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:13:32.753749,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:15:37.489297,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:17:42.120414,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:19:46.864080,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:21:51.989578,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:23:56.569434,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:26:01.353234,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:28:06.406797,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:30:11.131706,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:32:15.639584,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:34:20.726518,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:36:25.316800,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:38:30.013736,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:40:34.865246,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:42:39.400136,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:44:44.511091,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:46:49.062053,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:48:53.973349,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:50:58.721440,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:53:03.214252,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:55:08.299980,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:57:12.702613,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 01:59:17.470820,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:01:21.873514,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:03:26.539086,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:05:31.641827,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:07:36.161933,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:09:40.764151,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:11:45.198621,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:13:50.161664,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:15:56.150340,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:18:01.148668,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:20:05.999084,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:22:10.874450,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:24:16.003574,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:26:20.762793,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:28:26.148199,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:30:31.359079,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:32:36.495905,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:34:41.095887,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:36:45.907090,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:38:50.673356,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:40:55.213187,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:42:59.825008,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:45:04.799039,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:47:09.714384,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:49:14.084046,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:51:18.776334,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:53:25.102648,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:55:29.914229,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:57:34.332774,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 02:59:39.684279,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:01:44.043610,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:03:48.799827,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:05:53.218804,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:07:57.714861,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:10:02.341217,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:12:07.590595,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:14:11.962061,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:16:16.705462,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:18:21.391225,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:20:26.228390,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:22:31.467938,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:24:37.026031,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:26:42.246050,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:28:47.064260,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:30:52.448131,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:32:57.737167,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:35:02.192921,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:37:07.385507,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:39:11.813321,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:41:16.536777,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:43:21.988453,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:45:26.781699,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:47:32.152289,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:49:36.603625,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:51:41.433785,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:53:45.921671,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:55:50.961410,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 03:57:55.853053,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:00:00.504420,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:02:05.440476,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:04:10.208025,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:06:14.962109,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:08:19.915181,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:10:24.343703,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:12:29.134971,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:14:33.776476,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:16:38.552508,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:18:43.103564,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:20:47.712262,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:22:52.380523,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:24:57.076509,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:27:01.596833,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:29:06.447455,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:31:11.415416,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:33:16.113875,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:35:20.694290,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:37:25.654866,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:39:30.372714,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:41:35.047891,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:43:39.803551,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:45:43.981440,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:47:48.559065,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:49:53.317576,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:51:57.791950,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:54:02.456775,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:56:07.632573,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 04:58:12.423761,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:00:17.808596,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:02:22.911225,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:04:27.262878,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:06:32.654497,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:08:37.631705,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:10:42.347597,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:12:47.395416,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:14:52.050298,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:16:56.513534,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:19:01.219595,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:21:06.201885,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:23:10.742082,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:25:15.975210,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:27:20.986602,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:29:25.481646,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:31:30.211396,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:33:34.807710,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:35:39.438486,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:37:44.031135,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:39:48.581674,B00005BIEF,$88.33,Amazon,Offissentials
2022-12-26 05:41:53.172134,B00005BIEF,$88.33,Amazon,Offissentials
