Timestamp,ASIN,Price,Ship From,Sold By
2022-12-26 23:46:01.704533,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-26 23:48:06.103066,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-26 23:50:10.465855,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-26 23:52:15.396638,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-26 23:54:20.522894,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-26 23:56:25.699740,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-26 23:58:30.735841,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:00:35.637019,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:02:40.773332,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:04:45.579572,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:06:50.824608,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:08:55.400101,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:11:01.002047,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:13:06.164096,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:15:11.643174,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:17:16.720210,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:19:21.713061,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:21:26.897373,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:23:31.484339,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:25:35.966271,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:27:40.702681,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:29:45.866509,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:31:50.657422,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:33:55.575954,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:36:00.698460,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:38:05.366607,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:40:10.769951,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:42:15.632347,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:44:21.215251,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:46:25.807690,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:48:30.793357,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:50:35.484164,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:52:40.746110,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:54:45.979167,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:56:50.631118,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 00:58:55.261595,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:01:00.432739,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:03:06.091530,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:05:10.979034,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:07:15.939287,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:09:21.042362,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:11:25.940389,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:13:30.965307,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:15:35.239173,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:17:40.134364,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:19:44.726483,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:21:49.359850,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:23:54.472221,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:25:58.998402,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:28:03.737158,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:30:08.537711,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:32:12.963406,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:34:17.663963,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:36:22.422489,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:38:27.727163,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:40:32.537822,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:42:37.811418,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:44:42.197421,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:46:47.047962,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:48:51.808404,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:50:56.845804,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:53:02.377800,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:55:07.213019,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:57:11.786704,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 01:59:16.248949,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:01:21.639256,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:03:26.566090,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:05:31.220923,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:07:35.676152,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:09:40.754115,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:11:45.410754,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:13:50.010601,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:15:54.640082,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:17:58.940833,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:20:03.230304,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:22:07.564009,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:24:12.655920,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:26:17.093935,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:28:21.693501,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:30:26.646165,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:32:31.045433,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:34:35.767807,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:36:40.897104,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:38:45.549656,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:40:50.446375,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:42:55.630593,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:44:59.977362,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:47:04.419559,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:49:08.551746,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:51:13.626255,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:53:18.381951,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:55:22.653762,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:57:27.308979,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 02:59:32.035307,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:01:36.981259,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:03:41.683956,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:05:46.298553,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:07:50.980948,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:09:56.293506,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:12:01.642513,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:14:06.668739,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:16:11.396540,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:18:16.013492,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:20:21.216265,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:22:26.066434,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:24:31.217781,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:26:35.657009,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:28:39.688859,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:30:44.325862,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:32:49.084226,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:34:54.046316,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:36:58.198402,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:39:02.614986,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:41:07.499574,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:43:12.051939,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:45:17.534206,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:47:21.945909,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:49:27.219965,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:51:32.018602,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:53:36.958171,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:55:41.546630,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:57:46.031427,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 03:59:51.203096,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:01:55.916746,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:04:00.298595,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:06:05.230967,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:08:10.638143,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:10:15.683054,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:12:21.024199,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:14:25.909138,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:16:30.542511,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:18:35.260525,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:20:39.548796,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:22:44.507402,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:24:48.916773,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:26:53.538698,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:28:58.589383,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:31:03.334978,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:33:07.147791,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:35:11.849268,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:37:16.584093,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:39:21.117220,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:41:25.996891,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:43:31.273074,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:45:36.430303,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:47:41.140295,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:49:46.198870,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:51:51.396230,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:53:56.048300,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:56:02.090334,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 04:58:07.060072,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:00:11.669638,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:02:16.297203,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:04:21.025358,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:06:26.309963,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:08:30.921504,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:10:36.018934,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:12:40.504047,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:14:45.138038,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:16:49.704360,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:18:54.859508,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:20:59.572450,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:23:03.806508,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:25:08.270139,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:27:12.660300,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:29:17.461977,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:31:23.260072,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:33:27.613698,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:35:32.420805,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:37:37.649466,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:39:41.976050,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:41:46.615780,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:43:51.238151,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:45:55.794156,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:47:59.967339,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:50:05.647401,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:52:10.342417,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:54:14.918307,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:56:19.351141,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 05:58:23.796884,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:00:28.202124,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:02:33.061757,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:04:37.667750,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:06:41.193090,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:08:45.964265,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:10:50.784446,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:12:55.022829,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:15:00.239654,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:17:04.976326,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:19:09.799917,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:21:14.318605,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:23:19.230637,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:25:23.991184,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:27:28.772426,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:29:33.652796,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:31:38.646038,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:33:43.055772,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:35:47.887250,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:37:52.588953,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:39:57.249705,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:42:02.035953,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:44:06.592680,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:46:11.390919,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:48:16.162769,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:50:20.930079,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
2022-12-27 06:52:25.609331,B00005BIEF,$88.33,OfficeWorld Store,OfficeWorld Store
